# Original data is from the International Atomic Energy Agency (IAEA) Nuclear Data Services (https://www-nds.iaea.org). The data was processed by speedydelete.
z,n,symbol,radius,mass,abundance,halfLife,halfLifeOperator,decay1,decay1Prob,decay2,decay2Prob,decay3,decay3Prob,magneticDipoleMoment,betaMinusEnergy,neutronEnergy,alphaEnergy,electronCaptureEnergy
15,16,P,3.1889,30.973762,1,stable,,,,,,,,1.130925,-5398.013,-18452.608,-9668.5967,-1491.507
15,17,P,null,31.97390764,,1232755.2,,B-,100,,,,,-0.2528,1710.6608,-13333.6629,-9879.0727,-227.187
15,18,P,null,32.97172569,,2190240,,B-,100,,,,,,248.5079,-8393.1313,-10554.504,-5823.022
15,19,P,null,33.97364589,,12.43,,B-,100,,,,,,5382.9879,-6034.1613,-11109.5009,-4557.018
15,20,P,null,34.97331405,,47.3,,B-,100,,,,,,3988.4006,-2997.4378,-12332.0163,-10466.329
15,21,P,null,35.97825961,,5.6,,B-,100,,,,,,10413.0962,523.8471,-11576.5922,-7814.92
15,22,P,null,36.97960694,,2.31,,B-,100,,,,,,7900.4135,3596.8105,-12923.5461,-12424.5
15,23,P,null,37.98430311,,0.64,,B-,100,B-N,12,,,,12239.6512,4203.5431,-14048.8619,-10451.266
15,24,P,null,38.98628587,,0.28,,B-,100,B-N,26,,,,10388.0361,6015.2622,-14975.8218,-15094.988
15,25,P,null,39.99126222,,0.15,,B-,100,B-N,15.8,B-2N,,,14698.6603,6952.1643,-16514.4895,-13806.065
15,26,P,null,40.994654,,0.101,,B-,100,B-N,30,,,,14028.8125,9786.7641,-17214.2477,-18179.767
15,27,P,null,42.00117214,,0.0485,,B-,100,B-N,50,B-2N,,,18729.5899,12029.1041,-17803,-15748.158
15,28,P,null,43.005411,,0.0365,,B-,100,B-N,100,B-2N,,,17236,14607,-18874,-19290
15,29,P,null,44.011927,,0.0185,,B-,,B-N,,,,,20314,15234,-20135,-18200
15,30,P,null,45.017134,,0.0000002,>,B-,,,,,,,19301,17093,-21055,
15,31,P,null,46.02452,,null,,B-,100,,,,,,22200,18109,-21575,
16,10,S,null,26.029716,,0.000000079,<,P,,,,,,,,,-8385,16707
16,11,S,null,27.018777,,0.0155,,EC+B+,100,B+P,2.3,B+2P,1.1,,,,-8884,18150.032
16,12,S,null,28.00437276,,0.125,,EC+B+,100,ECP,20.7,,,,-24197,,-9096.8986,11221.059
16,13,S,null,28.996678,,0.188,,EC+B+,100,ECP,47,,,,-17117,-39436,-9346.661,13858.426
16,14,S,null,29.98490677,,1.178,,EC+B+,100,,,,,,-18733.802,-36153,-9343.167,6141.602
16,15,S,null,30.979557,,2.5534,,EC+B+,100,,,,,0.48793,-12007.979,-31788.3971,-9082.9421,5398.013
16,16,S,3.2611,31.97207117,0.9485,stable,,,,,,,,,-12680.8313,-27052.3027,-6947.6559,-1710.661
16,17,S,null,32.97145891,0.00763,stable,,,,,,,,0.64325,-5582.5182,-21322.4705,-7115.6926,-248.508
16,18,S,3.2847,33.96786701,0.04365,stable,,,,,,,,1,-5491.6037,-16999.6674,-7923.6429,-5382.987
16,19,S,null,34.96903232,,7548768,,B-,100,,,,,1,167.3218,-12477.4421,-8322.0883,-3988.401
16,20,S,3.2985,35.96708069,0.000158,stable,,,,,,,,,-1142.1329,-9721.9273,-9011.3676,-10413.096
16,21,S,null,36.9711255,,303,,B-,100,,,,,,4865.1258,-5445.7359,-8807.0137,-7900.414
16,22,S,null,37.9711633,,10218,,B-,100,,,,,,2936.9,-3170.9823,-9294.4477,-12239.651
16,23,S,null,38.97513385,,11.5,,B-,100,,,,,,6637.5463,-1435.8738,-11196.1074,-10388.036
16,24,S,null,39.97548256,,8.8,,B-,100,,,,,-0.02,4719.9687,-1108.9498,-12826.6402,-14698.661
16,25,S,null,40.97959345,,1.99,,B-,100,B-N,,,,,8298.6116,477.9204,-14861.9837,-14028.813
16,26,S,null,41.9810651,,1.016,,B-,100,B-N,4,,,,7194.0221,1598.1258,-15892.3645,-18729.59
16,27,S,null,42.98690764,,0.265,,B-,100,B-N,40,,,1.11,11964.05,4564.9912,-16940.7282,-17235.461
16,28,S,null,43.99011885,,0.1,,B-,100,B-N,18,,,,11274.7373,6883.9563,-17296.028,-20314.236
16,29,S,null,44.996414,,0.068,,B-,100,B-N,54,,,,14922,9067,-18965,-19300
16,30,S,null,46.000687,,0.05,,B-,100,,,,,,14375,10831,-18625,-22200
16,32,S,null,48.013301,,null,,B-,,,,,,,16670,13899,-19346,
17,12,Cl,null,29.015053,,0.00000002,<,P,100,,,,,,-23947,,-8593,17116.423
17,13,Cl,null,30.00501833,,0.00000003,<,P,,,,,,,-17397,-41366,-8723,18733.802
17,14,Cl,null,30.9924481,,0.19,,EC+B+,100,ECP,2.4,,,,-18360,-37177,-8800.436,12007.979
17,15,Cl,null,31.98568461,,0.298,,EC+B+,100,ECA,0.054,ECP,0.026,1.115,-11134.3536,-32731,-8611.7653,12680.831
17,16,Cl,null,32.97745199,,2.511,,EC+B+,100,,,,,0.7547,-11619.0452,-26874.3058,-6475.4069,5582.518
17,17,Cl,null,33.97376249,,1.5266,,EC+B+,100,,,,,,-6061.793,-23127.109,-6664.1457,5491.603
17,18,Cl,3.3654,34.96885269,0.758,stable,,,,,,,,0.8217,-5966.2429,-18706.5569,-6997.903,-167.322
17,19,Cl,null,35.96830682,,9508101796145,,B-,98.1,EC+B+,1.9,,,1.2849,709.5343,-14546.0374,-7642.0475,1142.133
17,20,Cl,3.384,36.96590257,0.242,stable,,,,,,,,0.684,-813.8729,-9601.3275,-7849.1172,-4865.126
17,21,Cl,null,37.96801041,,2233.8,,B-,100,,,,,2.05,4916.7109,-6921.7552,-7674.3302,-2936.9
17,22,Cl,null,38.96800815,,3372,,B-,100,,,,,,3441.9774,-3156.7093,-7367.3246,-6637.546
17,23,Cl,null,39.97041547,,81,,B-,100,,,,,,7482.0816,-2386.9411,-9731.6896,-4719.968
17,24,Cl,null,40.97068453,,38.4,,B-,100,,,,,,5760.318,-338.6097,-10736.0951,-8298.612
17,25,Cl,null,41.973342,,6.8,,B-,100,,,,,,9590.9082,164.4217,-12635.1209,-7194.022
17,26,Cl,null,42.9740637,,3.13,,B-,100,,,,,,7850.3002,2191.8495,-13809.7908,-11964.049
17,27,Cl,null,43.97801492,,0.56,,B-,100,B-N,8,,,-0.5498,12194.2869,3459.5192,-14764.7,-11274.737
17,28,Cl,null,44.98039435,,0.413,,B-,100,B-N,24,,,,11508.2568,6339.3978,-15707.6929,-14922.544
17,29,Cl,null,45.98525493,,0.232,,B-,100,B-N,60,,,,16036.3062,7964.5344,-17251.7068,-14374.949
17,30,Cl,null,46.989715,,0.101,,B-,100,B-N,3,,,,15787,12120,-17046,-16780
17,31,Cl,null,47.995405,,null,,B-,,,,,,,18075,13016,-17815,-16670
17,32,Cl,null,49.000794,,0.00000017,>=,B-,,,,,,,17800,15023,-17646,-19651
17,33,Cl,null,50.008266,,null,,B-,100,B-N,,B-2N,,,20930,16689,-17565,
17,34,Cl,null,51.015341,,null,,B-,100,,,,,,20780,19449,-16945,
17,35,Cl,null,52.024004,,null,,B-,100,B-6N,,B-5N,,,23739,20778,,
18,12,Ar,null,30.023694,,1.00E-11,<,2P,100,,,,,,,,-8034,17396.452
18,13,Ar,null,31.012158,,0.015,,EC+B+,100,B+P,68.3,B+2P,8.9,,-22935,,-8590,18359.552
18,14,Ar,3.3468,31.99763782,,0.098,,EC+B+,100,ECP,35.58,,,,-24190,-44532,-8698.4711,11134.354
18,15,Ar,3.3438,32.98992555,,0.173,,EC+B+,100,ECP,38.7,,,-0.723,-16925,-39445,-8714.7873,11619.045
18,16,Ar,3.3654,33.98027009,,0.8438,,EC+B+,100,,,,,,-17158,-33990,-6743.9542,6061.793
18,17,Ar,3.3636,34.97525772,,1.7756,,EC+B+,100,,,,,0.632,-11874.3955,-29898,-6429.6731,5966.243
18,18,Ar,3.3905,35.96754511,0.003336,stable,,,,,,,,1,-12814.3607,-27129.9671,-6640.921,-709.534
18,19,Ar,3.3908,36.9667763,,3024950.4,,EC,100,,,,,1.146,-6147.4775,-21601.8153,-6786.7364,813.873
18,20,Ar,3.4028,37.9627321,0.000629,stable,,,,,,,,0.48,-5914.0671,-17985.9435,-7208.0532,-4916.711
18,21,Ar,3.4093,38.96431304,,8457256161,,B-,100,,,,,-1.59,565,-12512.7537,-6820.9014,-3441.977
18,22,Ar,3.4274,39.96238312,0.996035,stable,,,,,,,,-0.04,-1504.4031,-9304.0227,-6800.675,-7482.082
18,23,Ar,3.4251,40.96450057,,6576.6,,B-,100,,,,,-1.31,2492.0392,-7603.3308,-8595.9996,-5760.318
18,24,Ar,3.4414,41.96304574,,1038222865,,B-,100,,,,,,599.3527,-6934.4473,-9986.378,-9590.908
18,25,Ar,3.4354,42.96563606,,322.2,,B-,100,,,,,-1.022,4565.5836,-5059.0981,-11272.0549,-7850.301
18,26,Ar,3.4454,43.96492381,,712.2,,B-,100,,,,,,3108.2375,-4169.184,-12260.3265,-12194.287
18,27,Ar,null,44.96803973,,21.48,,B-,100,,,,,,6844.8422,-2060.6216,-13187.1372,-11508.257
18,28,Ar,3.4377,45.96803924,,8.4,,B-,100,,,,,,5642.6746,-1226.9295,-14558.4231,-16036.306
18,29,Ar,null,46.97276711,,1.23,,B-,100,B-N,0.2,,,,10344.7078,1975.3375,-15596.7293,-15787.274
18,30,Ar,null,47.976001,,0.416,,B-,100,B-N,38,,,,9929.555,5285.7367,-15575.6067,-18074.927
18,31,Ar,null,48.981685,,0.17,,B-,100,B-N,65,,,,12551,7153,-16145,-17800
18,32,Ar,null,49.985797,,0.106,,B-,100,B-N,37,B-2N,,,12498,8310,-16295,-20930
18,33,Ar,null,50.993033,,null,,B-,100,,,,,,16026,11167,-16115,-20780
18,34,Ar,null,51.998519,,null,,B-,100,B-2N,,B-3N,,,15758,13065,-16194,
18,35,Ar,null,53.00729,,0.00000062,>,B-2N,,B-N,,B-,,,19086,15857,-16025,
19,12,K,null,31.03678,,0,<,P,100,,,,,,,,,
19,14,K,null,33.008095,,0.000000025,<,P,,,,,,,-23489,,-8907,16924.295
19,15,K,null,33.99869,,0.000000025,<,P,,,,,,,-16110,-40322,-8320,17158.293
19,16,K,null,34.98800541,,0.178,,EC+B+,100,ECP,0.37,,,0.392,-16363,-34134,-6563.2566,11874.396
19,17,K,null,35.98130189,,0.341,,EC+B+,100,ECP,0.048,ECA,0.0034,0.548,-10966.0155,-30679,-6507.3916,12814.36
19,18,K,null,36.97337589,,1.225,,EC+B+,100,,,,,0.20321,-11664.1314,-26420.3532,-6221.777,6147.478
19,19,K,3.4264,37.96908111,,459.06,,EC+B+,100,,,,,1.371,-6742.2563,-23736.0078,-6785.5898,5914.067
19,20,K,3.4349,38.96370648,0.932581,stable,,,,,,,,0.39147,-6524.4888,-19820.0101,-7218.5796,-565
19,21,K,3.4381,39.96399817,0.000117,3.94E+16,,B-,89.28,EC+B+,10.72,,,-1.29797,1310.9051,-14324.1083,-6438.4047,1504.403
19,22,K,3.4518,40.96182526,0.067302,stable,,,,,,,,0.214872,-421.6406,-8784.4649,-6222.913,-2492.039
19,23,K,3.4517,41.96240231,,44478,,B-,100,,,,,-1.1425,3525.2626,-7955.4406,-7648.8307,-599.353
19,24,K,3.4556,42.9607347,,80280,,B-,100,,,,,0.1633,1833.4783,-6099.4191,-9200.0923,-4565.583
19,25,K,3.4563,43.96158698,,1327.8,,B-,100,,,,,-0.856,5687.2319,-5443.9432,-10648.5952,-3108.238
19,26,K,3.4605,44.96069149,,1068.6,,B-,100,,,,,0.1734,4196.5868,-3218.2318,-11733.3678,-6844.842
19,27,K,3.4558,45.96198158,,105,,B-,100,,,,,-1.051,7725.6802,-2673.0173,-13007.0756,-5642.674
19,28,K,3.4534,46.96166161,,17.5,,B-,100,,,,,1.933,6632.6837,-643.6901,-13977.3871,-10344.708
19,29,K,null,47.96534118,,6.8,,B-,100,B-N,1.14,,,,11940.3857,1988.8654,-14230.4245,-9929.555
19,30,K,null,48.96821075,,1.26,,B-,100,B-N,86,,,1.3386,11688.5069,6542.0539,-13773.8671,-12551.496
19,31,K,null,49.97238002,,0.472,,B-,100,B-N,29,B-2N,,,13861.3774,7500.8319,-14417.8198,-12497.853
19,32,K,null,50.97582866,,0.365,,B-,100,B-N,65,,,0.513,13816.8529,9002.4553,-15360,-16025.457
19,33,K,null,51.981602,,0.11,,B-,100,B-N,74,B-2N,2.3,,17128.6431,11123.3631,-15282,-15757.628
19,34,K,null,52.9868,,0.03,,B-,100,B-N,67,B-2N,17,,17091.9853,13899.2313,-15460,-19086.722
19,35,K,null,53.994471,,0.01,,B-,100,B-2N,,B-N,,,20010,16166,-15275,
19,36,K,null,55.000505,,null,,B-,100,B-N,,B-4N,,,19121,17560,-16245,
19,37,K,null,56.008567,,null,,B-,100,B-N,,B-2N,,,21491,18559,-16804,
20,14,Ca,null,34.015985,,0.000000035,<,P,,2P,,,,,,,-9606,16110
20,15,Ca,null,35.005572,,0.0257,,EC+B+,100,ECP,95.9,EC2P,4.1,,-21910,,-8560,16362.893
20,16,Ca,null,35.99307439,,0.1012,,EC+B+,100,ECP,51.2,,,,-22601,-41622,-6675.7297,10966.016
20,17,Ca,null,36.98589785,,0.1811,,EC+B+,100,ECP,82.1,,,,-16916,-37358,-6176.6909,11664.131
20,18,Ca,null,37.97631922,,0.44376,,EC+B+,100,,,,,,-17809,-33910,-6105.1265,6742.257
20,19,Ca,3.4595,38.97071081,,0.8603,,EC+B+,100,,,,,1.0214,-13109.9804,-31105,-6660.3337,6524.488
20,20,Ca,3.4776,39.96259085,0.96941,stable,,,,,,,,1.6,-14323.0493,-28744.9938,-7039.7755,-1310.905
20,21,Ca,3.478,40.96227791,,3136758441874,,EC,100,,,,,-1.59443,-6495.5482,-22685.8736,-6615.1452,421.641
20,22,Ca,3.5081,41.95861778,0.00647,stable,,,,,,,,0.08,-6426.2904,-17976.2514,-6257.3824,-3525.262
20,23,Ca,3.4954,42.95876638,0.00135,stable,,,,,,,,-1.31733,-2220.7227,-14359.1877,-7591.5931,-1833.479
20,24,Ca,3.5179,43.95548149,0.02086,stable,,,,,,,,,-3652.6948,-13351.8979,-8853.7456,-5687.232
20,25,Ca,3.4944,44.95618627,,14049504,,B-,100,,,,,-1.3264,260.091,-11067.5134,-10169.6366,-4196.587
20,26,Ca,3.4953,45.95368773,0.00004,stable,,,,,,,,,-1377.9665,-10138.6065,-11141.8475,-7725.681
20,27,Ca,3.4783,46.95454113,,391910.4,,B-,100,,,,,-1.4064,1992.177,-8654.3403,-12759.7706,-6632.683
20,28,Ca,3.4771,47.95252265,0.00187,9.15E+26,,2B-,78,2B-,74,B-,22,,279.2155,-7959.3433,-13976.5233,-11940.386
20,29,Ca,null,48.95566263,,523.08,,B-,100,,,,,-1.3799,5262.4445,-4867.2375,-13954.1172,-11688.507
20,30,Ca,3.5168,49.95749922,,13.45,,B-,100,,,,,,4947.8903,-1098.1011,-12242.8911,-13861.377
20,31,Ca,null,50.96099566,,10,,B-,100,B-N,,,,-1.0496,6918.0432,133.4927,-13389.9515,-13816.853
20,32,Ca,null,51.96321365,,4.6,,B-,100,B-N,,,,,6257.2889,912.7632,-14336.2605,-17128.644
20,33,Ca,null,52.968451,,0.461,,B-,100,B-N,40,,,,9381.8471,3064.5349,-14752,-17091.985
20,34,Ca,null,53.972989,,0.107,,B-,100,B-2N,,B-N,,,9277.3463,5537.6493,-14355,-20010.587
20,35,Ca,null,54.979978,,0.022,,B-,100,B-2N,,B-N,,,12191.7329,7716.2405,-14586,-19120.375
20,36,Ca,null,55.985496,,0.011,,B-,100,B-N,,B-3N,,,12005.458,9260.3993,-14556,-21490.39
20,37,Ca,null,56.992958,,0.00000062,>,B-2N,,B-N,,B-,,,14820,10885,-15775,
20,38,Ca,null,57.998357,,0.00000062,>,B-N,,B-,,,,,13949,11778,-16516,
21,17,Sc,null,37.995438,,null,,P,,,,,,,-15619,-37491,-5454,17809.503
21,18,Sc,null,38.98478495,,0.0000003,<,P,100,,,,,,-16673,-33614,-5424.7488,13109.981
21,19,Sc,null,39.97796728,,0.1823,,EC+B+,100,ECP,0.44,ECA,0.017,,-11529.9139,-31095,-5531.0869,14323.049
21,20,Sc,null,40.96925116,,0.5963,,EC+B+,100,,,,,5.4283,-12944.8214,-27720.2393,-6267.0746,6495.548
21,21,Sc,3.5702,41.96551669,,0.68079,,EC+B+,100,,,,,,-7016.6496,-24494.7824,-5745.1591,6426.29
21,22,Sc,3.5575,42.96115043,,14007.6,,EC+B+,100,,,,,4.526,-6872.5591,-19155.1147,-4805.8704,2220.723
21,23,Sc,3.5432,43.95940282,,14292,,EC+B+,100,,,,,2.498,-267.4488,-16571.7622,-6705.454,3652.695
21,24,Sc,3.5459,44.95590705,1,stable,,,,,,,,4.754,-2062.0551,-11595.0532,-7937.6884,-260.091
21,25,Sc,3.5243,45.95516703,,7239456,,B-,100,,,,,3.04,2366.626,-10822.6951,-9164.5284,1377.967
21,26,Sc,null,46.95240244,,289370.88,,B-,100,,,,,5.34,600.7694,-8279.8913,-10186.364,-1992.177
21,27,Sc,null,47.9522229,,157356,,B-,100,,,,,3.737,3988.8685,-7637.7894,-11147.5013,-279.215
21,28,Sc,null,48.95001316,,3430.8,,B-,100,,,,,5.61,2001.5652,-6140.8135,-12371.7195,-5262.444
21,29,Sc,null,49.95218744,,102.5,,B-,100,,,,,,6894.747,-4044.4262,-11548.1068,-4947.89
21,30,Sc,null,50.95356884,,12.4,,B-,100,B-N,,,,,6482.6122,110.1965,-9963.287,-6918.043
21,31,Sc,null,51.95649617,,8.2,,B-,100,,,,,,8954.1372,1138.0865,-10663.9943,-6257.288
21,32,Sc,null,52.95837917,,2.6,,B-,100,B-N,,,,,8111.8785,2636.825,-11582.9747,-9381.848
21,33,Sc,null,53.96302936,,0.526,,B-,100,B-N,16,,,,11305.8789,4372.1815,-11134.9967,-9277.347
21,34,Sc,null,54.96688964,,0.096,,B-,100,B-N,17,,,,10990.3608,6830.3865,-10751.567,-12191.733
21,35,Sc,null,55.97260761,,0.026,,B-,100,B-N,,B-2N,,,13907.147,8245.3022,-10803.1358,-12005.458
21,36,Sc,null,56.977048,,0.013,,B-,100,B-2N,,B-N,,,13022.1957,9972.0247,-11508.8464,-14819.653
21,37,Sc,null,57.983382,,0.012,,B-,100,B-N,,,,,15438.0995,10850.9613,-12754,-13949.569
21,38,Sc,null,58.988374,,null,,B-,100,B-N,,,,,15050,12016.7999,-13725,
21,40,Sc,null,61.000537,,null,,B-,100,B-4N,,B-N,,,16870,14529,-16055,
22,16,Ti,null,38.012206,,0.00000012,<,2P,,,,,,,,,-5945,15619
22,17,Ti,null,39.002684,,0.0285,,EC+B+,100,ECP,93.7,EC2P,14,,-20070,,-5115,16672.726
22,18,Ti,null,39.99034515,,0.0524,,ECP,100,EC+B+,100,,,,-21463,-39635,-4967.1884,11529.914
22,19,Ti,null,40.983148,,0.0819,,EC+B+,100,ECP,100,,,,-16008,-36239,-4986.3846,12944.821
22,20,Ti,null,41.97304937,,0.20865,,EC+B+,100,,,,,,-17485,-33486,-5470.7658,7016.65
22,21,Ti,null,42.96852842,,0.509,,EC+B+,100,ECP,,,,0.85,-11399.2333,-29767,-4457.8001,6872.559
22,22,Ti,3.6115,43.95968994,,1865014325,,EC,100,,,,,,-13740.5071,-27703.5466,-5127.1001,267.449
22,23,Ti,3.5939,44.95812076,,11088,,EC+B+,100,,,,,0.095,-7123.8247,-23273.5052,-6297.2739,2062.055
22,24,Ti,3.607,45.95262636,0.0825,stable,,,,,,,,2.3,-7052.3723,-20313.1458,-8005.8918,-2366.626
22,25,Ti,3.5962,46.95175749,0.0744,stable,,,,,,,,-0.78814,-2930.5422,-15933.033,-8953.6551,-600.77
22,26,Ti,3.5921,47.94794068,0.7372,stable,,,,,,,,2.2,-4014.9467,-14557.2001,-9449.1378,-3988.869
22,27,Ti,3.5733,48.94786439,0.0541,stable,,,,,,,,-1.1037,-601.8555,-12157.3253,-10176.6978,-2001.565
22,28,Ti,3.5704,49.94478562,0.0518,stable,,,,,,,,2.9,-2208.6274,-11541.0287,-10717.1735,-6894.747
22,29,Ti,null,50.94660947,,345.6,,B-,100,,,,,,2470.1402,-8581.0431,-9813.2154,-6482.612
22,30,Ti,null,51.94688351,,102,,B-,100,,,,,1.8,1965.334,-5345.9104,-7677.7458,-8954.138
22,31,Ti,null,52.94967071,,32.7,,B-,100,,,,,,4970.2419,-3509.7194,-8006.3463,-8111.878
22,32,Ti,null,53.950892,,2.1,,B-,100,,,,,,4154.4548,-1963.4555,-8579.4981,-11305.878
22,33,Ti,null,54.955091,,1.3,,B-,100,,,,,,7292.6673,-5.5195,-7925.0749,-10990.361
22,34,Ti,null,55.95767768,,0.2,,B-,100,B-N,,,,,6760.4051,1630.8225,-7581.6397,-13907.147
22,35,Ti,null,56.9630681,,0.098,,B-,100,B-N,,,,,10033.2148,3710.2341,-7439.0568,-13022.195
22,36,Ti,null,57.96680852,,0.058,,B-,100,B-N,,,,,9512.9152,5446.0767,-8181.9971,-15438.099
22,37,Ti,null,58.972217,,0.0285,,B-,100,,,,,,11731,6480,-9654,-15050.45
22,38,Ti,null,59.976275,,0.022,,B-,100,B-N,,B-2N,,,10987.704,7439.6014,-11014.223,-17549.698
22,39,Ti,null,60.982426,,0.015,,B-,100,B-2N,,B-N,,,13807,8646,-12235,-16870
22,40,Ti,null,61.986903,,0.00000062,>,B-,,B-N,,,,,13013,9906,-13094,
22,41,Ti,null,62.993709,,0.00000036,>,B-N,,B-,,,,,15880,11282,-14095,
22,42,Ti,null,63.998411,,null,,B-,100,B-N,,B-2N,,,14840,12189,-14905,
23,19,V,null,41.99182,,0.000000055,<,P,,,,,,,-14679,-36101,-5795,17484.353
23,20,V,null,42.980766,,0.0793,,EC+B+,100,ECP,,,,,-15946,-33047,-6168.5473,11399.233
23,21,V,null,43.97444098,,0.111,,EC+B+,100,ECA,,,,,-10386.1805,-29909,-5709.6423,13740.507
23,22,V,null,44.9657685,,0.547,,EC+B+,100,,,,,,-12371.64,-26535.861,-5668.9974,7123.825
23,23,V,null,45.96019739,,0.4225,,EC+B+,100,,,,,,-7604.3264,-25632.4135,-7379.8098,7052.372
23,24,V,null,46.95490356,,1956,,EC+B+,100,,,,,,-7443.9769,-20606.8172,-8243.8356,2930.542
23,25,V,null,47.9522509,,1380153.6,,EC+B+,100,,,,,2.012,-1656.6918,-17986.2303,-9086.8859,4014.947
23,26,V,null,48.94851051,,28512000,,EC,100,,,,,4.47,-2629.8047,-13212.1616,-9314.7513,601.855
23,27,V,null,49.94715668,0.0025,8.36E+24,,EC+B+,99.3,B-,0.7,,,3.3442,1038.124,-11962.2061,-9886.5127,2208.627
23,28,V,3.6002,50.94395766,0.9975,stable,,,,,,,,5.1464,-752.3907,-10013.0593,-10291.1787,-2470.14
23,29,V,null,51.94477364,,224.58,,B-,100,,,,,,3976.4763,-8063.6352,-9363.8644,-1965.334
23,30,V,null,52.94433494,,92.58,,B-,100,,,,,,3435.9426,-4503.4851,-7714.1438,-4970.242
23,31,V,null,53.94643201,,49.8,,B-,100,,,,,,7037.1118,-2681.9677,-7786.0627,-4154.455
23,32,V,null,54.947262,,6.54,,B-,100,,,,,,5985.1877,-261.075,-8299.699,-7292.667
23,33,V,null,55.95042008,,0.216,,B-,100,B-N,,,,,9101.727,855.6051,-8084.756,-6760.406
23,34,V,null,56.952297,,0.32,,B-,100,B-N,,,,,8089.9214,2778.7463,-8090.4245,-10033.215
23,35,V,null,57.95659599,,0.191,,B-,100,B-N,,,,,11561.224,4023.083,-8417.566,-9512.916
23,36,V,null,58.95962334,,0.097,,B-,100,B-N,0.03,,,,10505.3137,6309.8725,-9193.4251,-11730.617
23,37,V,null,59.96447922,,0.122,,B-,100,B-2N,,B-N,,,13821.0986,6957.2111,-9996.469,-10987.704
23,38,V,null,60.96760353,,0.0483,,B-,100,B-N,10,B-2N,,,12319.3807,8660.0609,-11222.3845,-13807.121
23,39,V,null,61.97293256,,0.0336,,B-,100,B-N,,,,,15639.4478,9212.0204,-12158.5104,-13013.164
23,40,V,null,62.976661,,0.017,,B-,100,B-N,35,,,,14438.1586,11041.1524,-13335.5063,-15880.141
23,41,V,null,63.98248,,0.015,,B-,100,B-N,,B-3N,,,17320,11787,-14194,-14840
23,42,V,null,64.986999,,0.00000036,>,B-,100,B-N,,,,,16200,13458,-15035,
23,43,V,null,65.993237,,0.00000036,>,B-,,B-N,,,,,18840,13939,-16035,
23,44,V,null,66.998128,,0.00000062,>,B-,,B-N,,B-2N,,,17526,15325,-17238,
24,18,Cr,null,42.007579,,0.0133,,EC+B+,100,ECP,94.4,,,,,,-6735,14680
24,19,Cr,null,42.997885,,0.0212,,EC+B+,100,ECP,79.3,EC2P,11.6,,-19340,,-6895,15946.358
24,20,Cr,null,43.985591,,0.0428,,EC+B+,100,ECP,7,,,,-20882,-38863,-6853.3757,10386.18
24,21,Cr,null,44.97905,,0.0609,,B+,100,B+P,34.4,,,,-14535,-35046,-6242.1787,12371.64
24,22,Cr,null,45.96836097,,0.26,,EC+B+,100,,,,,,-17053.8226,-32563,-6792.1331,7604.327
24,23,Cr,null,46.962895,,0.5,,EC+B+,100,,,,,,-11996.7167,-30216.663,-7672.4178,7443.977
24,24,Cr,null,47.95402943,,77616,,EC+B+,100,,,,,,-13524.6692,-28326.2551,-7697.6429,1656.692
24,25,Cr,null,48.95133372,,2538,,EC+B+,100,,,,,0.476,-7712.4265,-24107.0261,-8747.0017,2629.805
24,26,Cr,3.6588,49.94604221,0.04345,4.10E+25,>,2EC,,,,,,3.1,-7634.4776,-20712.7566,-8558.0106,-1038.124
24,27,Cr,null,50.94476539,,2393625.6,,EC,100,,,,,-0.934,-3207.4893,-16895.1462,-8938.0185,752.39
24,28,Cr,3.6452,51.94050471,0.83789,stable,,,,,,,,2.4,-4708.1214,-15247.6007,-9351.4721,-3976.476
24,29,Cr,3.6511,52.9406463,0.09501,stable,,,,,,,,-0.47431,-597.2679,-12647.5491,-9148.5212,-3435.943
24,30,Cr,3.6885,53.93887736,0.02365,stable,,,,,,,,1.7,-1377.1325,-10316.3474,-7928.4276,-7037.112
24,31,Cr,null,54.94083664,,209.82,,B-,100,,,,,,2602.2183,-7623.3952,-7802.2745,-5985.188
24,32,Cr,null,55.94064898,,356.4,,B-,100,,,,,,1626.5384,-5643.9036,-8232.3457,-9101.727
24,33,Cr,null,56.94361211,,21.1,,B-,100,,,,,,4961.2946,-3684.6368,-8068.4674,-8089.922
24,34,Cr,null,57.9441845,,7,,B-,100,,,,,,3835.7607,-2576.8464,-8672.9111,-11561.224
24,35,Cr,null,58.94834543,,0.74,,B-,100,,,,,,7409.3977,-359.6806,-8708.378,-10505.314
24,36,Cr,null,59.94964166,,0.49,,B-,100,B-N,,,,,6059.4457,545.5102,-9910.4207,-13821.098
24,37,Cr,null,60.95437813,,0.234,,B-,100,B-N,,,,,9245.6277,2400.1258,-10519.5695,-12319.381
24,38,Cr,null,61.95614292,,0.206,,B-,100,B-N,,,,,7671.3532,2818.2002,-12359.8588,-15639.447
24,39,Cr,null,62.961161,,0.129,,B-,100,B-N,,,,,10708.7611,4274.3471,-12724,-14438.158
24,40,Cr,null,63.963886,,0.0429,,B-,100,B-N,,,,,9349.0622,5175.7645,-13965.1963,-17319.978
24,41,Cr,null,64.969608,,0.027,,B-,100,,,,,,12657,6608,-14365,-16200
24,42,Cr,null,65.973011,,0.024,,B-,100,,,,,,11610,7756,-15365,-18840
24,43,Cr,null,66.979313,,null,,,,,,,,,14311,9409,-15835,-17526
24,44,Cr,null,67.983156,,0.00000036,>,B-,100,B-N,0,,,,13230,9819,-16635,
